sentence_number	tsv_row_index	id	source	lowercased_utterance
52876	52876	books_32603	books	когато вече били готови принцесите надникнали в стаята на войника за да се уверят че спи
52952	52952	books_32680	books	те нямат дрешки и сигурно мръзнат
52979	52979	books_32707	books	девойката кръстила детенцето и се приготвила да си върви
52980	52980	books_32708	books	но малките духчета я помолили да остане още няколко дни
52989	52989	books_32717	books	горката жена направила така както съседката я посъветвала
53046	53046	books_32774	books	криеш се но и ти ще излезеш
53065	53065	books_32793	books	най-после тримата братя стигнали до един дворец
53101	53101	books_32829	books	но преди да тръгне на палечко много му се искало за последен път да седне на трапезата с родителите си
53108	53108	books_32836	books	палечко се понесъл из въздуха а после леко тупнал на земята
53115	53115	books_32843	books	дават мравки на игла
53144	53144	books_32872	books	след малко палечко отново се заловил за работа
53149	53149	books_32877	books	хванете ме
53152	53152	books_32880	books	пазачите се спуснали към него но палечко бил вече в трети ъгъл и отново извикал
53162	53162	books_32890	books	накрая станал прислужник в една страноприемница
53164	53164	books_32892	books	почакай малко ще си платиш за това
53174	53174	books_32902	books	понеже млякото се изливало силно във ведрото никой не го чул
53188	53188	books_32916	books	аз съм отдолу
53192	53192	books_32920	books	тесничко му било в новото жилище а на всичкото отгоре го провесили в комина да се опушва
53238	53238	books_32967	books	човекът извадил камъка от водата и пожелал да има дворец с градина и царска конюшня
53243	53243	books_32972	books	миналия път като минавахме оттук имаше само подвижни пясъци
53308	53308	books_33037	books	само едно нещо помрачавало дните им нямали си рожба
53337	53337	books_33066	books	в нея седели нагиздена жена и девойка
53347	53347	books_33076	books	девойката се изплашила и заплакала
53388	53388	books_33117	books	един ден момъкът се прибирал от лов и видял на прозореца бял гълъб
53390	53390	books_33119	books	момъкът го последвал и скоро стигнал до бисерния дворец
53414	53414	books_33144	books	скоро новината се разнесла из целия град хората прииждали и старците забравили бедността
53425	53425	books_33155	books	давам ти три дни срок да го намериш
53439	53439	books_33169	books	той донесъл кокошка с бяло перце на крилото
53499	53499	books_33229	books	мечката го видяла и й се приискало да чупи орехи
53511	53511	books_33241	books	мечката ги лапнала и започнала да ги стиска с всичка сила
53553	53553	books_33284	books	кой си ти и чии са тези овце
53578	53578	books_33309	books	царят се разсмял и пуснал монаха да си отиде по живо по здраво
53597	53597	books_33328	books	ако успеем да съборим скалата ще бликне вода и градът ще оцелее но както виждаш досега не сме направили нищо
53607	53607	books_33338	books	искам да отида да видя този юнак който работи с хората
53619	53619	books_33351	books	а и тя не пропускала да го удостои с приветливата си усмивка
53640	53640	books_33372	books	мила принцесо твоето желание е изпълнено
53666	53666	books_33398	books	в това време долетяла една сойка
53702	53702	books_33434	books	хайде да я хванем изглежда не може да лети
53719	53719	books_33452	books	ще те заведа недалеч от селото където видях един човек да оставя парче месо
53724	53724	books_33457	books	двамата братя
53807	53807	books_33540	books	дълго бродили двамата братя по разни места но никъде не могли да си намерят такава работа че да останат заедно
53826	53826	books_33559	books	той я утешил и казал че иска да я спаси от ужасната гибел
53892	53892	books_33625	books	тогава зайчето казало
53913	53913	books_33646	books	тогава ловецът извадил кърпичката която принцесата му била дала на змейовата планина а в нея били увити седемте езика на чудовището
53945	53945	books_33678	books	змейовете нямат езици
53960	53960	books_33693	books	на следващия ден отпразнували сватбата
53998	53998	books_33732	books	царицата го посрещнала със сълзи на очи и го попитала защо се е забавил толкова много
54021	54021	books_33755	books	никога няма да ме уцелиш
54033	54033	books_33767	books	двамата братя тръгнали към дома и по пътя всеки разказал на другия какво му се случило
54048	54048	books_33782	books	когато царят видял двамата мъже които си приличали като две капки вода попитал дъщеря си
54049	54049	books_33783	books	кой от двамата е твоят мъж
54104	54104	books_33838	books	казал беднякът
54115	54115	books_33849	books	какво ли се е случило
54126	54126	books_33860	books	този странник почука най-напред на нашата врата но аз го прогоних
54168	54168	books_33902	books	не можела да стане и само викала и плачела
54215	54215	books_33949	books	мисля да вземем хляб за седем дни
54226	54226	books_33960	books	не се чувало нищо нито пеене на птици нито шум от вятър нито ромон на ручей
54228	54228	books_33962	books	обущарят се изморил защото носел пълен чувал с хляб пот на струйки се стичала по мрачното му и сърдито лице
54253	54253	books_33987	books	ти знаеш че тогава ще трябва да изоставя занаята си и да тръгна по пътищата за да прося милостиня
54296	54296	books_34031	books	точно вие ми трябвате казал шивачът и уловил едното
54301	54301	books_34036	books	а ето и награда за добрината ми
54315	54315	books_34050	books	разправя че щял да намери златната корона която отдавна е изчезнала от твоето съкровище
54360	54360	books_34096	books	шивачът възседнал коня и той полетял като вихър към двореца
54372	54372	books_34108	books	само че задачата е много трудна
54414	54414	books_34151	books	шивачът взел мярка на птичето и му ушил панталонки
54482	54482	books_34219	books	искаш или не искаш ще се оженя за теб
54497	54497	books_34234	books	и ето че тя кацнала на главата й
54500	54500	books_34237	books	преоблякла се като жена и го помолила да й направи портрет в естествена големина
54506	54506	books_34243	books	още на другия ден стражите хванали един човек който пил вода и се загледал в портрета
54513	54513	books_34250	books	цялата ми вина е в това че пих вода от твоя водоскок
54546	54546	books_34283	books	как се казваше тя
54561	54561	books_34298	books	тогава най-голямата дъщеря се преоблякла като мъж скрила косите си под калпак яхнала кон и тръгнала да търси портокалово клонче
54580	54580	books_34317	books	колкото по-бързо намерите клончето толкова по-скоро ще се прибера у дома
54593	54593	books_34330	books	така и направили
54594	54594	books_34331	books	девойката се изкъпала в реката и успяла да се облече отново без никой да я види
54631	54631	books_34368	books	още не изрекла тези думи и момиченцето се превърнало във врана
54642	54642	books_34379	books	първия път в каляската ще бъдат впрегнати бели жребци втория пепеляви а третия гарвановочерни
54653	54653	books_34390	books	ала тя не му давала покой докато накрая той отпил една глътка
54667	54667	books_34404	books	видял писмото прочел го и се отправил към стъклената планина
54675	54675	books_34412	books	великанът се нахранил до насита и останал много доволен
54736	54736	books_34474	books	от сутрин до вечер пчелите неуморно събирали вкусен мед и като дошла есента ханс събрал от кошера цяло гърне с мед
54740	54740	books_34478	books	съгласна съм но не преди да ни се роди дете което ще ги пасе отвърнала трина
54757	54757	books_34495	books	никога не трябва да се бърза
54806	54806	books_34544	books	войникът й разказал всичко а на бабата й дожаляло за него и обещала да му помогне
54814	54814	books_34552	books	като се нахранили тя започнала да го разпитва как е преминал денят и колко души е успял да вземе
54831	54831	books_34569	books	там ще получите обяд трябва да познаете какво ще бъде печеното
54861	54861	books_34600	books	някой ви го е казал
54915	54915	books_34654	books	но като се събличал свалил гривната от ръката си и скочил във водата
54925	54925	books_34664	books	казала тя на принца
54961	54961	books_34700	books	колко много си пораснал ханс
54967	54967	books_34706	books	неотдавна разбрах че баща ти е умрял
54983	54983	books_34722	books	а той извадил от ръката си един пръстен дал го на момчето и рекъл
54994	54994	books_34733	books	отворил я и ахнал от почуда край нозете му течело бистро поточе чието дъно било засипано със скъпоценни камъни
55004	55004	books_34743	books	извикал злобно старецът и си отишъл
55099	55099	books_34841	books	един ден обущарят решил да се ожени и след като се посъветвал със свещеника поискал ръката на една вдовица на име резе
55103	55103	books_34845	books	госпожа
55130	55130	books_34872	books	тогава придворният отишъл при макс и му предал царската повеля
55133	55133	books_34875	books	бедният обущар не можел да се нарадва на късмета си
55176	55176	books_34920	books	о господарю мой почтително казал духът и се поклонил какво е твоето желание
55178	55178	books_34922	books	попитал макс треперещ
55185	55185	books_34929	books	веднага ще изпълня желанието ти господарю
55200	55200	books_34944	books	няма вече да страдаш от глад и студ
55202	55202	books_34946	books	така всички ще бъдат доволни и щастливи
55208	55208	books_34952	books	вятъра поискал да се похвали и казал на съня
55277	55277	books_35021	books	там също има езеро но със златен фонтан и златна ограда около него
55312	55312	books_35056	books	един ден той отишъл при царя и казал
55318	55318	books_35062	books	вървял дълго без да спира докато един ден се строполил като мъртъв на земята и заспал
55326	55326	books_35070	books	царицата на феите ще принадлежи на този у когото е ключът
55339	55339	books_35083	books	хората ги обичали и ги почитали до дълбоката им старост
55343	55343	books_35087	books	веднъж той тръгнал из прашните улици на града и започнал да вика
55406	55406	books_35151	books	направих така че да не можеш да си спомниш рецептата
55421	55421	books_35166	books	всичко в ръцете му и житото и плодовете в градината било безценно съкровище
55432	55432	books_35177	books	попитали в един глас синовете му
55466	55466	books_35211	books	една сутрин най-големият брат погледнал нивата която била така старателно разкопана и рекъл
55491	55491	books_35236	books	царят веднага наредил на стражите да претърсят околностите на двореца и да се погрижат никакви други коне да не нарушават спокойствието на негови е
55514	55514	books_35259	books	а ако ти трябва по-дълга брада ето ти този козел брадата му е дълга две педи
55518	55518	books_35263	books	добре щом казваш че си посланик значи си посланик
55521	55521	books_35266	books	царят свъсил вежди и казал
55549	55549	books_35294	books	дълго препускал той заедно със своята свита и накрая всички спрели на една поляна да си починат
55575	55575	books_35320	books	а има ли нещо добро което да си сторил на хората
55609	55609	books_35354	books	седемте царе погледнали през прозореца и като видели разярените лъвове и въоръжените до зъби войници онемели от страх
55613	55613	books_35358	books	от този ден нататък в двореца заприиждали царе принцове и благородници да искат елза за жена ала тя не приемала никого от тях
55630	55630	books_35375	books	царят който го управлявал бил известен със своята жестокост той измъчвал убивал хората или ги хвърлял завинаги в тъмница
55632	55632	books_35377	books	затова заповядал на своя придворен художник да нарисува портрет на елза който поставил в една от дворцовите зали
55640	55640	books_35385	books	кажи къде живее тя
55671	55671	books_35416	books	ако знаех че той ще ме приеме бих отишъл да измоля добрата фея елза за него
55700	55700	books_35445	books	на другия ден вилем взел едно дълго въже и отишъл на реката
55751	55751	books_35497	books	ако той смята че неговият приятел е достоен да стане мой съпруг аз ще се омъжа за него
55761	55761	books_35507	books	той управлявал царството мъдро и справедливо чак до смъртта си
55781	55781	books_35528	books	стопанинът впрегнал магарето а волът останал у дома да се припича на слънце
55791	55791	books_35538	books	тогава волът му рекъл
55804	55804	books_35551	books	магарето се съгласило и двамата тръгнали
55809	55809	books_35556	books	те били толкова бедни че нямали дори коричка хляб
55814	55814	books_35561	books	когато ти избяга стопанинът ме заведе да се бия с един бик
55818	55818	books_35565	books	стопанинът ще ме кара да се бия докато някой бик ме убие
55837	55837	books_35585	books	рекъл петелът
55841	55841	books_35589	books	когато вълците се приближили волът навел глава затичал се и така пробол единия от тях че той се превъртял и се строполил като мъртъв
55847	55847	books_35595	books	какво да правим
55907	55907	books_35655	books	и какво им е лошото
55921	55921	books_35669	books	тогава велзевул и дяволчето полетели към града
55959	55959	books_35708	books	разкажи ми как започна приятелството при вас и как продължи по-нататък
55964	55964	books_35713	books	а кой сред вас е най-главният
55969	55969	books_35718	books	а при ангелите кой е най-главният
56013	56013	books_35763	books	изглежда нещо е влязло в ушите ми казал
56060	56060	books_35811	books	пак аз
56076	56076	books_35827	books	но това е чудесно
56091	56091	books_35842	books	попитал ковача
56113	56113	books_35864	books	имах късмет че те срещнах
56136	56136	books_35887	books	аз съм дяволът отвърнал човекът
56139	56139	books_35890	books	а сега е твой ред казал дяволът на франц
56171	56171	books_35923	books	духни царю под опашката му и от устата му ще излезе огън
56211	56211	books_35964	books	щом се събудил излязъл на улицата и видял един странник
56218	56218	books_35971	books	на драго сърце
56224	56224	books_35977	books	а когато някой се разболее напръскай го с чудотворната вода и той веднага ще оздравее
56236	56236	books_35989	books	дъщеря ти ще оздравее царю казал човекът
56245	56245	books_35998	books	пък и аз ще ти дам още много злато и скъпоценни камъни
56262	56262	books_36015	books	защо работиш когато баща ти е толкова богат
56285	56285	books_36038	books	той имал малко парче земя която обработвал с много труд
56300	56300	books_36053	books	накрая сиромахът взел брадвата си и с всичка сила ударил една от тиквите
56302	56302	books_36055	books	бързо разсякъл и останалите две тикви които също били пълни със злато
56324	56324	books_36078	books	майка й и баща й строго й забранили да отиде там и рекли
56351	56351	books_36105	books	тогава бедният момък отишъл при един чужденец преселил се отскоро в царството но вече прочут със своите умения
56367	56367	books_36121	books	на другата сутрин той се превърнал в хубава породиста крава и двамата отново отишли на пазара
56379	56379	books_36133	books	тогава магьосникът се превърнал в сокол и отново я подгонил
56390	56390	books_36144	books	в същия миг на нейно място се появила купчина царевични зърна
56422	56422	books_36178	books	една нощ му се присънило че е намерил червено цвете а в тичинките му имало голям и красив бисер
56445	56445	books_36201	books	светлината от светещото кълбо не била толкова ярка колкото слънцето но хората можели да виждат добре в тъмнината
56522	56522	books_36279	books	като пристигнала старицата видяла езерото
56524	56524	books_36281	books	ала патицата бързо доплувала до брега хванала я с клюна за главата и я затеглила към водата
56578	56578	books_36335	books	като чули това останалите братя се разгневили и казали
56624	56624	books_36381	books	а заедно с тях изчезнала и колибата и градинката
56627	56627	books_36385	books	попитала старицата
56642	56642	books_36401	books	майката на царя обаче била много зла жена и започнала да клевети младата царица
56643	56643	books_36402	books	каква е тази жена която си довел в двореца
56673	56673	books_36432	books	той е говорил не за ябълката а за нашата дъщеря тя беше зад мелницата и метеше
56739	56739	books_36500	books	като прочела писмото майката на царицата много се изплашила и понеже не повярвала на писмото писала на царя още веднъж
56764	56764	books_36525	books	и му показала писмата които дяволът бил оставил вместо истинските
56799	56799	books_36560	books	розхен приближила до портите и видяла че те са обвити от паяжина от дълго време никой не бил минавал през тях
56835	56835	books_36596	books	като пристигнал в града той започнал да търси при търговците камък който гори
56847	56847	books_36608	books	мили мои деца утре заминавам на дълъг път
56861	56861	books_36622	books	когато се връщал минал през една гъста гора
56865	56865	books_36626	books	посегнал да го откъсне ала изведнъж от гората изскочил лъв и ревнал страховито
56886	56886	books_36647	books	търговецът нямало какво да стори и обещал
56900	56900	books_36661	books	щом си обещал ще отида при лъва
56989	56989	books_36750	books	той отлетя към червеното море
57018	57018	books_36779	books	затова го държала затворен в двореца и никой не можел да го зърне
57024	57024	books_36785	books	смаяла се и принцесата
57064	57064	books_36825	books	щом питаш ще ти кажа принце
57096	57096	books_36857	books	утре ще убия кучето не го бива за нищо
57105	57105	books_36866	books	сега само ще ни бъде в тежест
57134	57134	books_36895	books	после селянинът рекъл на жена си
57158	57158	books_36919	books	кумчо вълчо ме изпрати да те поканя да дойдеш в гората за да си премерите силите и смелостта
57196	57196	books_36957	books	ще ти бъда вълчо рекло кучето
57206	57206	books_36967	books	долната й устна висеше до гърдите
57220	57220	books_36981	books	попита войникът
57222	57222	books_36983	books	каза магьосницата
57240	57240	books_37001	books	ти трябва да ми донесеш само старото огниво което моята баба забрави когато беше за последен път там долу
57296	57296	books_37057	books	къде може да я види човек
57313	57313	books_37074	books	какво ще заповяда моят господар
57347	57347	books_37109	books	накъдето и да погледнеха навсякъде по вратите се белееха кръстове
57364	57364	books_37127	books	извика му войникът
57397	57397	books_37163	books	та аз не виждам нищо
57426	57426	books_37192	books	попитаха двамата царедворци които бяха идвали вече
57498	57498	books_37265	books	извика жената и целуна неговите огненожълти листца ала в това време цветето се разтвори с трясък
57507	57507	books_37274	books	палечка умееше също тъй да пее и такъв нежен и приятен глас никой никога не беше слушал
57543	57543	books_37313	books	ако не сполучеше да се освободи тя щеше да умре от глад
57563	57563	books_37333	books	така изминаха лятото и есента
57575	57575	books_37345	books	палечка застана на прага като просякиня и помоли да й дадат късче ечемичено зърно от два дена нищо не бе яла
57629	57629	books_37399	books	тъй лястовичката прекара цяла зима под земята и палечка се грижеше от все сърце за нея
57674	57674	books_37444	books	прощавай ясно слънчице прощавай
57688	57688	books_37459	books	там слънцето светеше много по-силно небето беше два пъти по-високо а около рововете и плетовете се виеха чудно хубави лози
57692	57692	books_37463	books	по неговите високи стълбове пълзяха лози а горе под покрива се чернееха много лястовичи гнезда
57701	57701	books_37472	books	в средата на цветето седеше малко човече беличко и прозрачно като стъкло
57705	57705	books_37477	books	елфи приказни същества които живеят в цветята
57725	57725	books_37498	books	и тъй узнахме ние цялата тая приказка
57736	57736	books_37510	books	царят заповяда да внесат даровете в голямата зала където царкинята играше на гости със своите придворни дами
57740	57740	books_37514	books	но от кутията извадиха чудната роза
57759	57759	books_37533	books	навярно тая птичка не е истинска
57760	57760	books_37534	books	извика царкинята
57781	57781	books_37555	books	тя се спря и лицето й светна от радост тя също умееше да свири на пианото ах мой мили августин
57787	57787	books_37561	books	и една от придворните дами трябваше да обуе дървени обувки и да отиде в задния двор
57805	57805	books_37579	books	ах мой мили августин
57833	57833	books_37607	books	само че целувки вече не давам
57841	57841	books_37615	books	при това аз съм царска дъщеря
57882	57882	books_37656	books	между другото стана дума за средните векове
57903	57903	books_37678	books	гледай ти каква кал
57905	57905	books_37680	books	рече съветникът
57912	57912	books_37687	books	погледът му падна върху образа на светата майка с младенеца в ръце
57930	57930	books_37705	books	съветникът видя пред себе си само някакво поточе подобно на локва и най-сетне се натъкна на двама души които седяха в една лодка
57937	57937	books_37712	books	кажете ми само де е мостът
57961	57961	books_37737	books	да какво е това
57974	57974	books_37751	books	аз просто не мога да позная нашата източна улица
57990	57990	books_37767	books	съветникът подпря главата си с ръце въздъхна дълбоко и се замисли над чудесата които беше видял
57997	57997	books_37774	books	откъде сте взели тоя лист
58121	58121	books_37902	books	офицер любов бедност тия три неща са почти неразделни
58149	58149	books_37933	books	нощният пазач се намери на една от безбройните пръстенообразни планини които ние познаваме от голямата лунна карта на доктор медлер
58164	58164	books_37948	books	колко е часът
58198	58198	books_37984	books	какво трябваше да направи
58202	58202	books_37989	books	ще полудея
58303	58303	books_38093	books	за всичко е виновен пролетният въздух и тежко и приятно ми е в едно и също време
58336	58336	books_38126	books	писарят въздъхна тъжно и се загледа в птичките които чуруликаха весело и подскачаха от клонче на клонче
58358	58358	books_38149	books	иначе аз наистина бих се разсърдил не на шега
58365	58365	books_38156	books	днес е рожденият ден на папагалчето добави наивно жената и тая малка полска птичка е дошла да го поздрави
58367	58367	books_38158	books	той продължаваше да се люлее върху халката
58371	58371	books_38162	books	какъв ужасен сняг заваля
58379	58379	books_38171	books	аз виждах как в глъбините им се люлеят растения
58385	58385	books_38177	books	ако госпожата и всички нейни гости се смеят при тия думи струва ми се че и ти би могла да се посмееш
58408	58408	books_38200	books	смехът е признак на висше умствено развитие
58413	58413	books_38205	books	разкиска се папагалът и изтърси своята любима шега
58441	58441	books_38234	books	той обу галошите и слезе в градината която имаше само две дървета една ябълка и една слива
58447	58447	books_38241	books	да това е най-голямата наслада в живота
58487	58487	books_38282	books	пищяха те като излагаха на показ осакатените си крайници
58512	58512	books_38308	books	но де е то и в какво се крие
58522	58522	books_38318	books	нима и мисълта ни ясна
58528	58528	books_38324	books	те се наведоха над мъртвеца
58543	58543	books_38339	books	горният кат на къщата се издаваше доста напред над долния а под самия покрив имаше водосточна тръба с глава на змей
58550	58550	books_38346	books	тя е широка като стълба на палат и висока като стълба на камбанария
58583	58583	books_38380	books	в тая стая имаше столове с високи облегала с резба и с дръжки от двете страни
58590	58590	books_38388	books	казваха всички мебели
58609	58609	books_38408	books	когато свикнеш със семейния живот такава самота е просто непоносима
58625	58625	books_38425	books	доволно и щастливо се върна то у дома си
58640	58640	books_38441	books	стори ми се че беше пак неделна утрин и вие децата стоите в трапезарията
58657	58657	books_38459	books	тая песен пееше някога тя
58718	58718	books_38520	books	в средата на шкафа пък беше изрязано цяло едно човече
58729	58729	books_38531	books	те бяха точно един за друг и двамата млади и двамата от еднакъв порцелан и двамата еднакво трошливи
58744	58744	books_38547	books	в същия миг той кимна с глава и заспа
58769	58769	books_38573	books	ах старият китаец иде
58791	58791	books_38595	books	на самия връх има една дупка през която ще излезем на белия свят
58799	58799	books_38603	books	а те се катереха все по-нагоре и по-нагоре
58836	58836	books_38640	books	защо беше всичката тая тревога
58861	58861	books_38665	books	тя беше умна жена но се гордееше много с високия си произход
58870	58870	books_38674	books	почвата върху която растяха тия дървета беше от най-ситен пясък който изглеждаше синкав като горяща сяра
58884	58884	books_38688	books	да тя никога не бе виждала птици
58920	58920	books_38725	books	но хората не разбираха думите им и мислеха че бурята вие
58947	58947	books_38753	books	но скоро тя подаде отново глава и тогава й се стори че всички звезди на небето са паднали при нея във водата
58958	58958	books_38764	books	едно след друго платната започнаха да се издигат
58986	58986	books_38792	books	там морето образуваше малък залив който беше тих но много дълбок
59001	59001	books_38807	books	тя престана да се грижи за цветята си
59038	59038	books_38844	books	малката русалка въздъхна и погледна натъжено своята рибя опашка
59126	59126	books_38932	books	той впи в нея черните си като въглени очи а тя наведе поглед
59152	59152	books_38958	books	те протягаха ръце към нея но не смееха да дойдат тъй близо до сушата както сестрите й
59181	59181	books_38988	books	ако някога трябва да се оженя ще взема само теб за жена мое мило намерениче с говорещи очи
59221	59221	books_39028	books	моряците заиграха весело на палубата
59236	59236	books_39043	books	ала изведнъж из дълбините на морето изскочиха нейните сестри
59265	59265	books_39073	books	ако в продължение на триста години ние вършим добри дела тогава ще бъдем надарени с безсмъртна душа
59331	59331	books_39139	books	ала ето че веднъж дойдоха дървари
59344	59344	books_39152	books	прекъсна го огнивото като чукна кремъка и хвърли няколко искри
59354	59354	books_39163	books	тоя разказ ще се хареса навярно на всекиго
59369	59369	books_39178	books	и понеже тя каза това закичиха и нея
59401	59401	books_39211	books	какъв блясък излиза от нас
59434	59434	books_39245	books	в него бе паднала искра от ракетите беше го запалила и превърнала в купчина пепел
59446	59446	books_39258	books	да се тури край на неговото размножаване беше невъзможно така че най-сетне се образува същинска гора от репей
59455	59455	books_39267	books	веднъж валеше силен дъжд
59460	59460	books_39272	books	ето и по стълбата потече
59470	59470	books_39282	books	извика охлювицата
59471	59471	books_39283	books	но на мен все пак ми се иска да попадна в господарския замък за да бъда сварена и сложена в сребърно блюдо
59480	59480	books_39292	books	каза охлювицата
59507	59507	books_39319	books	нашият син има цяла релейна гора а тя има само едно стръкче
59530	59530	books_39342	books	ах да бях и аз голяма като другите дървета
59541	59541	books_39356	books	напролет когато долитаха лястовичките и щъркелите елата ги питаше
59555	59555	books_39370	books	и вятърът целуваше дръвчето а росата го обливаше със сълзи
59558	59558	books_39373	books	в гората започнаха да секат няколко съвсем млади дръвчета
59608	59608	books_39424	books	о как трепереше бедната ела
59611	59611	books_39428	books	най-сетне по клончетата налепиха стотици червени сини и бели свещици а на самия връх на дръвчето изгря голяма звезда от златен варак
59642	59642	books_39461	books	ето ни сега в гората
59682	59682	books_39512	books	иначе щеше да бъде много хубаво
59684	59684	books_39514	books	аз никак не съм стара
59702	59702	books_39533	books	аз дойдох едва тая зима от гората
59725	59725	books_39559	books	скоро и мишките престанаха да идват и елата започна да тъгува отново сред своята самота
59739	59739	books_39573	books	свежите ухаещи рози се свеждаха над ниската ограда липите цъфтяха а лястовичките се виеха над тях и чуруликаха
59741	59741	books_39575	books	ала туй разбира се не се отнасяше за елата
59760	59760	books_39595	books	най-малкото носеше на гърдите си златната звезда която украсяваше елата през най-щастливата вечер на нейния живот
59764	59764	books_39599	books	приказка в седем разказа
59790	59790	books_39625	books	веднъж родителите намислиха да поставят двете сандъчета над дъждовния улей така че между двата прозореца цъфнаха две малки градинки
59863	59863	books_39699	books	каза кай
59897	59897	books_39733	books	о тая целувка беше по-студена от лед
59921	59921	books_39757	books	през деня той спа в скута на снежната царица
59939	59939	books_39775	books	отговориха те и най-сетне герда сама престана да вярва това
59983	59983	books_39819	books	сега й се поиска да задържи герда при себе си
59993	59993	books_39829	books	момичето заспа и сънува чудни сънища
59995	59995	books_39831	books	така минаха много дни
60048	60048	books_39886	books	децата го дразнят мехурчетата се пукат
60055	60055	books_39893	books	във въздуха се разнесе сладко ухание и девойките избягаха в гората
60060	60060	books_39898	books	уханието на цветята казва че са умрели
60079	60079	books_39917	books	на двора седи на стол стара жена
60100	60100	books_39939	books	чистотата е хубаво нещо
60107	60107	books_39947	books	и тя побягна към изхода на градината
60120	60120	books_39960	books	листата капеха едно след друго
60127	60127	books_39967	books	той дълго я гледа като клатеше глава и най-сетне заговори
60142	60142	books_39982	books	ако знаеш гарвански бих могъл да ти приказвам много по-добре
60152	60152	books_39992	books	наистина защо ли не се омъжа
60198	60198	books_40041	books	това наистина е бил кай каза герда защото той имаше нови обуща
60204	60204	books_40047	books	извика разтреперана герда
60221	60221	books_40064	books	почакай ме там зад решетката
60235	60235	books_40078	books	герда си представяше съвсем ясно как той й се усмихва също както някога когато двамата седяха под розовите храсти в къщи
60245	60245	books_40088	books	струва ми се че някой върви след нас
