id	lowercased_utterance
books_3277	същия въпрос си задаваха и душкингови
books_4325	ще я разбера аз тази работа си рекло момчето и рано на другата сутрин яхнало своето дървено конче
books_101204	отговорило му едно нежно гласче между две изкашляния
books_49898	къщата ми е пълна догоре с мънички дечица
books_106932	тогава ще ви обясня
books_52217	мога да си вървя
books_35400	дълго пътували те през гори и планини минали през много градове и царства и накрая пристигнали в царството на добрата фея елза
UTT_015842	дръж я и с двете ръчички
books_35144	свършено е с мен
books_96122	автомобилът вече летеше насреща им
books_47887	дай ми парите назад
books_72744	те чакахме ний да се вдигнеш сред нас
UTT_012212	го топка
books_65500	кискало ре
books_86054	извади златна
books_78151	сред цветята лъкати
UTT_006455	той xич ли на слуша ма мамо
books_12547	като истински цар той искаше и сънят му да бъде царски
UTT_019022	я ела
books_100799	извика принцът като погледна накриво слънчевия лъч който се бе промъкнал в стаята
UTT_043242	ще ти дам чувала с големите играчки
books_76511	едри гранитни камъни се синееха по поляните между дребните ели и хвойни
books_89224	емил също е пиян
books_93332	ела насам само и ще ти покажа кой ще е истинският главатар
books_93786	много добре те разбирам
books_77567	поле и лес и небосклон
books_74918	после прехвръкнаха някакви особени птици с дълги крака и дълги човки
books_64147	да
books_93373	но не забравяй че матис е най-могъщият главатар из всички планини и гори и отсега нататък моята дума стои над твоята знай това
books_62389	вече истинска беда
books_70362	вземи го бе
books_11293	иди незабавно при леля драгана
UTT_005023	о-о заби гребена в главата ми
books_46771	защото ти грееш над мене като юлска звезда защото твоите очи са две череши мокри от утринна роса а гласът ти глас на чучулига
UTT_024968	искаш ли да е оранжево
books_49845	прехвърли сенчестата дъбова гора изскочи на една равна широка поляна
books_70244	я да чуем градските игри
books_98420	след малко ягодка се обади отново
books_93610	ще си сварим какао и ще си побъбрим
books_89371	събуди се да видиш нещо смешно
books_56550	чак пък толкоз
books_107058	иван иванович веднага написа върху нея
books_104531	ту сив мишок си хапвал камината ту жена му закусвала с мебелите от спалнята
books_67897	и какво
books_10927	очи ококори
books_370	беше като чувал с кокали
books_96916	първият бе с фуражка и униформа със златни копчета вторият в обикновен изпоцапан работен комбинезон а третият с бяла престилка
books_94027	за съжаление полуобувка не бе в състояние да обясни своите намерения защото отново бе задавен от кашлица
books_50173	почеса се по гърба и рече
books_84477	перен ще лапне всичко
UTT_028034	ще стане още повече мокро ако продължаваш да натискаш така
books_10638	мехурчета пуща
books_6225	а ох се огледа наоколо и очите му се спряха на едно огромно дърво
books_19615	предпочитам такава дето лекува болести
books_94939	за щастие пътят по-нататък стана гладък и маншон даде газ
UTT_017709	ще го оставим
books_7779	пометох стъклата
books_45236	много по-голямо
books_68526	какво бе домби
books_35204	хайде да направим тук кладенец иначе все ще трябва да носим вода отдалеч
books_56534	може би може
books_21140	после така и не можала да пусне крака й
books_37608	той иска сто целувки от царкинята
books_69294	защо лъвове
books_81645	в повечето градини отвърна лилията правят лехите много меки така че цветята непрестанно спят
UTT_033197	и само моркови ли ще готвим
UTT_039381	кое цвете бе бабо
books_88091	не получихме никаква кървавица изхълца той
books_37862	продължаваше пазачът
books_19801	а след миг
books_25953	и те решили
books_99346	в това се увериха скоро и морков и дръж
books_55009	тогава те ще кажат
books_70400	а опашката не си ли му дърпал
books_65277	ще станеш привидение
books_37623	сто целувки от царкинята
books_91699	пер черепа дойде и застана между тях уплашен
books_106301	не не се люлеят отговори гена
books_99189	на върха се вижда бял покрив който по всичко личи е емайлиран
UTT_030301	xайде тате
books_51495	когато отворил и втората стая там намерил един чуден и много хубав кон какъвто нямало по света
books_107989	майчице изврещя дьоубалик май ще е по-добре да подрежа първо косата
books_94742	в същия миг отново усети че в брадата му нещо не е както трябва
books_105666	бих могло ако умеех
UTT_011008	аз не трябва да й го слагам това
books_40954	отговоряше първият съветник и клатеше глава
books_101411	дзопино се поогледал за да намери някакво убежище където да прекара нощта но в същия миг усетил някакъв сърбеж по десния си крак
books_62498	боже боже
books_34766	майка му седяла до прозореца и шиела
UTT_038123	кой се друса
books_13607	само най-отгоре има една шапка орехи
books_73898	хем казваш наслада хем душата ми страда
UTT_039808	ето я тука
books_98643	за всичко съм виновен аз за всичко съм виновен аз
books_45045	аз съм внучка на мълнията
books_10470	оставам другари
books_87778	скоро взе да се здрачава още малко и този пазарен ден щеше да е отминал завинаги
books_81963	затова стана и тръгна
books_12414	ах де го този мой късмет аз да го пипна че да го натикам в кози рог
UTT_008662	я да изпеем за
books_23543	гулиелмо пухтял и си слагал с мъка големи ръкавици които щели да бъдат широки дори и на хипопотам
UTT_002624	каката какво прави
books_93925	недоумяваше полуобувка
books_32404	знаеш ли всъщност кой съм аз
books_103371	разбира се това не беше страх а изострено чувство за отговорност
books_35969	роди ми се детенце пък си нямам кръстник
books_99973	да но кой ще дава тия сигнали и защо
books_102511	какво ли не бих дала за да мога да поспя поне половин час
books_61201	а тук е по-приятно от вътре
books_19989	двете момичета се съгласиха с него
books_45215	колибритата трепнаха и се събудиха
books_87840	той възседна своя подкован кон и излезе през портата като същински генерал
books_102815	да но ще се изтрият
books_108047	свирката свиреше та се късаше
UTT_026087	това какво е
books_78275	дора габе
books_26097	в деня в който навършило петнайсет години случило се царят и царицата да заминат и момичето останало самичко
books_6533	златушка запляска ръце зарадвана
books_33929	нали знаеш в малките градчета не можеш да припечелиш кой знае колко а в селата хората често ходят боси
books_76169	двамата стигнаха на една ливада тясна и дълга която беше влажна
UTT_025184	много си красива
books_106752	трябва ми трябва ми
books_25653	сложи й масичке храна
UTT_016970	не така
books_22504	тук съм дядо
UTT_009779	манджа наготвила ли си
books_85790	използва моя труд и цялото ми тяло
books_69964	ама аз не ти прося хлебец
UTT_026587	кой обича да пие най-много вино
books_91169	ела да видиш де
books_23229	като изминали седем часа и седем минути цар мидас отворил вратата на автомобила си и влязъл в него
books_56719	но нали чарли се чудеше какво още да каже но нали боже мой нали винаги се карахте спорехте нали го оставяхте сам в бедите
books_68627	вече става интересно
books_97310	той извади прашката от пазвата си открехна вратата и предпазливо се измъкна навън
books_1621	това изобщо не бяха нейните дечица
books_15861	приберете го господин учителю
books_26712	наспал се ловецът събудил се и видял че любимата му го е измамила и го е оставила сам на пустата планина
books_16071	оттам нататък ще ядем сняг
books_52536	не мога да треперя и да мисля
books_13132	днес пак ядох бой
UTT_018349	и на тая с оранжевото и бялото
books_99222	викаше прочутият детектив
books_56178	какво може да има в един куфар
books_22230	после духна свещичката
UTT_003087	xайде да се качиш и да си четеш букварчето
books_51746	така ли
books_10514	и нашите също
UTT_017801	развързваме панделката
UTT_035131	каква е тази формичка
books_34079	а сега се върни у дома и утре ела отново тук
books_34283	как се казваше тя
books_46122	но в туй време пламъкът на лоената свещ се огъна и угасна
books_29230	бащата сложил четирите яйца на всеки ъгъл на масата а петото в средата и казал на ловеца
books_89280	цяла льонеберя искаше да присъствува за да насочи емил към трезвеност
books_25057	но добавила тя не един вече намери смъртта си заради мене
books_108832	из цяла виена разлепиха бели табели на които с черни букви пишеше че войската тръгва срещу румцайс
books_32089	жена ми видя рапицата през прозореца и така й се прииска да си хапне че ако не й занеса ще умре
books_56053	е да
books_16476	ами нивата кой ще пожъне
books_54478	глагоабазубадуза нали
books_18473	не моля те
books_52420	вземи за пример александър македонски
books_53387	просторите зовяха делфините
books_100517	колко глупаво нещо е смятането
books_102957	мъртъв е
books_104358	след малко най-старата подема отново
books_76871	всекиму познати
UTT_000909	кафени чашки
books_86169	че гинели овце от вълците проклети
books_59261	а другото чуваш ли
books_25015	а върви напред със мен
UTT_014564	е само не слушаш значи
books_41146	през есента то роди две ябълки едната за моли другата за антон
books_108089	като стигнаха до пещерата румцайс спря
books_12101	поздрав най-сърдечен
books_92782	ала не побързаше ли сега течението скоро щеше да го отнесе на недостижимо разстояние
books_84511	с която ни обгръща нежността
UTT_020621	какво да го направя
books_3728	назаем брашно тъпкано се връща
books_83486	когато конника изпя последните думи на баладата той хвана поводите и обърна главата на коня към пътя по който бяха дошли
books_71038	всички спят ноще
books_35635	а защо правиш това
UTT_020549	добре даваме и на принцесите
UTT_017821	това е мечешко семейство ли мамо
books_10190	аз му отговорих
books_56180	в куфар какво може да има
books_74500	и в този момент нейде отдолу се заизкачвал бисерен наниз от мехурчета
books_48322	озърна се безпомощно наоколо
books_78967	от зли мисли и неща
books_9609	бабо не сърди се
books_39685	изписка герда
books_25819	викнали те и тъй много се зарадвали че не я събудили а я оставили да спи в креватчето
books_86021	съдбата ме благословила
books_2863	а кой може да убие демона
books_15372	като ги гледах от жалби ми повехна шумата
UTT_011044	лъжеш ме
books_42546	отиваме в палата да спечелим с езика си ръката на царската дъщеря
UTT_005749	а-у таз игла отде изскочи бе
books_47646	метна бял юрган върху житните стръкчета те се затоплиха почнаха да се прозяват казаха си лека нощ и заспаха
books_35648	възмутил се велзевул
books_52095	а какъв друг смисъл съществува
books_110154	кметът хумпал все по-често се явяваше с пазача за да наднича и той
books_960	най-малкият ми син
books_94047	завой надясно
books_29690	девойката отговорила
books_4209	ти се върни пак при овчарите и легни под кърмилото
books_77049	българска народна приказка
books_47018	ще попитате кой е този страхилчо
books_106102	е винаги нещо приятно
books_103990	енергично изискваме
UTT_027418	много xубава прическа си направи
books_52970	през нея се виждаха песъчинките на дъното
books_8059	днескашният празник за чудо и приказ нека да остане
books_3485	зарадвал се селянинът и поженал храната
books_87004	крещеше той и никак не се зарадва когато майка му веднъж не чу добре и дотърча с шапкътъ му
books_52327	лиско се стараеше да проведе разговора без грешка
books_93906	а другият пък който лъхаше на прясно мляко като сукалче каза
books_10010	и всеки де майка де леля де татко де кака де батко за ръка все води че вред се прочуха мойте славни моди
books_62403	зарадва се отново лиско
books_43552	издигал майсторът моста си и сам заставал под него когато трябвало за първи път да преминат към отвъдния бряг тежко натоварени коли
books_2496	беше прекалено тежка за да я отворят но все пак успяха
books_58241	пожела домби отстрани
books_95677	полуобувка се безпокои
books_58114	да бягаме
books_49753	тръпки полазиха по снагата му когато чу тяхното жумолене
books_104458	миналата година в нашия град дойде цирк с богата и разнообразна атракционна програма
books_69919	всеки погледна чудесното синьо глухарче в дланта на димби всички въздъхнаха но зорко следяха поведението на лисичето
books_17378	тъкмо бях заспал като ме задърпа за крака
books_25038	сложил той шапката на главата си и продължил своя път но тъй като мислел само за принцесата забравил великаните
books_91036	през целия си живот беше бодра и здрава
books_3159	а след като я видя вече не мислеше че сънува
books_102213	о но тогава работата е съвсем ясна извикал началникът на затвора
books_24814	върнал се после царят и пожелал да поговори с жена си но майката рекла
UTT_038958	а туй гарне мойто ли е
books_81891	без съмнение той беше много голям комар
books_16622	трайчо го погледна с отворена уста
books_81417	знаеш ли какво
books_44567	приемате ли ме или не ме приемате не питам
books_58930	безсмислено е
UTT_005015	кого да пусне
books_61984	нервира се лиско
books_87528	да викам за помощ за нищо на света
UTT_010080	искаш да ядеш лешничета
books_7941	бате патилане гледай ги изтичат
books_10976	в смях весел избухна моята дружина
UTT_005493	да няма да бие мимето поля
UTT_013434	спомняш ли си когато тичаше върxу леглото
books_17747	а когато татко си построи кораб ще дойде да ме вземе и ще стана негърска принцеса
books_2574	нито има какво да ядете нито къде да спите простена нещастният сетер беше изпаднал в истинско отчаяние
books_71410	каза светльо
books_99828	но защо ще попитате вие дукът не искаше да слезе сам в подземията щом толкова се интересуваше от съкровището
UTT_011042	то не е за игра
books_92597	това лято повтори той и погледна роня
books_100887	от този момент събитията се подгонват едно друго
books_43741	не си давам внучката момче
books_97715	ваше превъзходителство аз не съм промълвил нито дума
books_50710	вкъщи си нямам къшей хляб
books_74680	тя ни нападна когато спяхме в оня слог
books_92120	но никой не се показа
books_83900	наистина това е крайно невъзпитано от твоя страна
books_31511	тя извадила гребена и започнала да реши дългите си черни коси а после го оставила на самия край на брега съвсем близо до водата
books_35665	ясно е че с тази работа трябва да се заема аз
books_44627	дядо иван побледня като платно уплашено погледна божия ключар и нищо не разбра
books_99569	но тъй като не разбира нищо от това което чува и от това което казва често се случва да бърка словореда
books_57758	троснато рече мокси
books_105115	недоволни са от нещо и в знак на протест окупират университета
UTT_038194	я виж
books_20302	ще дойда разбира се когато ни пенсионират отговори пипи
UTT_008424	какво кара
books_30155	трябва за три часа да изсечете гората и да натрупате дървата на куп
books_42007	тия картини бяха дванайсет
books_38548	а овчарката плачеше и гледаше своя годеник
UTT_010975	пишка ми се
books_37579	ах мой мили августин
books_35308	съжалил се царят над бедното сираче и го взел със себе си в двореца
books_50418	той е дървар
books_106989	и това много я тревожеше
books_87649	трябва да се погрижа за това преди да тръгна да се прибирам
books_12588	аз ще го уплаша
books_71978	само че е сбъркало нещо и трябва да вземем обратно писмото му от пощата
books_20594	не татко ефраим
UTT_039483	чичо митко мъничък ли е
UTT_002680	какво прави дядото
books_85589	според царския параф
books_11188	какво да ви правя
UTT_020853	добре слизай
books_75080	за да се запази таралежът беше принуден да скочи във водата от гърба на повлекана
books_31238	той също бил въоръжен и като първия поискал нещо за ядене
books_2000	умът на понго постепенно се избистри
books_106712	стрелям по гълъбите с прашка
books_12412	веднъж претоварената със снопи гюрова кола се пракатури и храната отиде по дяволите
UTT_041724	те маршируват раз-два
UTT_035180	боли ме гърлото
UTT_003327	на големия креват
books_12268	копитко хайде вън
books_51249	там животните заживели братски
books_74870	от орела ли
books_17441	претръпна пейчо и седна на плочите пред олтара без да снема очи от попа
books_10265	напразно говорих
books_1557	беше силно впечатлен както от доверчивостта на полковника така и от факта че котката е достойна за доверие
books_71846	извика кълвачът
books_32502	тогава момичетата започнали да теглят брадата с всички сили но не могли да я измъкнат
books_26752	съгласил се той
UTT_027034	ммм много xубаво вино ми е наляла мони
books_7816	нали бях ти писал морски бани прави баба цоцолана
UTT_038912	не голямо няма да ти дам
books_20794	кажете ми само едно заразно ли е
books_47833	всичките текезесейци познават каручката на чичо георги когато затрака в зори по камъните
UTT_015597	не така
books_4204	спрял го вълкът
UTT_025772	аз не видяx никой да минава
UTT_024870	виждаш ли ги
UTT_007038	а тези
books_53546	лиско се поклони на свой ред мълчаливо и проследи как императрицата се отдели от близостта на скалата
books_73101	но ще го кажеме на тебе ний
UTT_042260	това е кола
books_4302	имало едно момче което искало всичко да знае
books_92523	тогаз бирк здравата сграбчи щурак принуди го да се закове на място както препускаше с пълна сила и роня насмалко да се изтърколи напред
UTT_034538	ми ваши са
books_55896	сега ще става каквото ще става
books_15230	тя го попита
books_20466	пипи се качва на кораба
books_34308	ще отида да потърся портокалово клонче
books_87709	от него поне имаше много
books_22443	и днес още той мечтае да се върне в страната с най-вежливи обноски и да поживее в някоя къщичка с покрив без връх
books_39745	по-умно и по-прекрасно лице от нейното той никога не бе виждал
books_30249	собствената ми майка ме гони
books_11811	ала миг не мина нещо страшно стана
books_94532	скочи точно както е нарисувано тук на пътния знак
books_83717	входът е забранен до по-идущата седмица
books_3667	утре не а в други ден ще настъпи краят
books_40583	а котаракът питаше
UTT_041551	тука ли ще ги прибереш
books_51156	вие сте ми подпалили крилата
UTT_018652	ела да ти покажа
books_70378	добре от мен да мине
books_18438	да можехте само да го видите как тичаше сутрин рано на работа
books_99160	черешко мина оттам за да хвърли един поглед и видя как мистер морков и кучето
books_32582	след него дошли още много принцове решени да разкрият тайната но всички до един били обезглавени
books_64652	отвърнаха съвсем ентусиазирано тримата
books_48258	тревожно влезе малкото момиче завтече се и що да види падналият въглен запалил пода и дъските се подхванали
books_47314	а в туй време
books_45940	големите му зъби се лъснаха
books_36888	селянинът извикал ала вълкът хукнал към гората
books_19803	трябва да напуснем кораба
books_96981	напоследък се стигна дотам че срещу една котка предлагат елитен кон за езда
books_46325	под една зашумена круша тя се спря на сушина да си поеме дъх
UTT_013406	само когато тате е тук
books_101691	веднага ще напиша писмо до министъра
UTT_011689	ела да ти дам нещо вкусничко за ядене
books_19069	пипи спеше в съседната стая където беше и малкото креватче на господин нилсон
books_38818	сега малката русалка знаеше къде живее князът и често пъти привечер започна да идва тук сама
UTT_029020	къде ще метеш
books_72727	додето сме живи по теб ще скърбим
books_84764	а пък малките успяват
UTT_033481	не му се сърди маме
books_73277	те вече си събираха трескаво костюмите и се сбогуваха с росето
UTT_043459	има ли тука боклук у вас кофа
books_90664	знаеше за техния обичай да се изкачват в горите от мрачните глъбини на царството си само когато има мъгла
books_33761	твоят брат и неговите животни лежат в ямата превърнах ги в камъни
books_1234	горкият понго
books_96067	сега плъховете следят двубоя и няма да ме забележат
books_62737	изненада се къртицата
books_97736	той бръкна още по-дълбоко в левия си джоб и извади едно огледалце с което обичаше да си играе
books_67401	председателят на журито удари няколко пъти по масата
books_56497	запита плахо лисичето
books_92497	въздъхна тя
books_31728	в същото време дърварят се прибрал у дома и се скарал на жена си че го е оставила гладен цял ден
books_94841	гладът се обаждаше и от време на време му се струваше нетърпим
books_47280	на четвъртия ден глътна една фабрика където работеха автомобилни гуми глътна я заедно с работниците
books_7636	вика тя и бие
UTT_021488	крие се
UTT_001863	ей сега мама ще го донесе
books_97753	мислеше си учуден домат
books_93639	полуобувка закачливо свирна през зъби
books_107614	а как се разхождате с нея
UTT_030599	не калоянчо не пипай там
books_85132	той почнал да го чисти яйцата се строшили
books_14862	като видяха гнездото те замахнаха с ръце и единият вдигна пушката си
books_83449	продавам ги за медни две грошлета
books_55041	какво ще се случи нататък
books_97007	нямаме указания за конфискация на съкровища изръмжа началникът
books_16554	укори го гурковица
books_103362	тъй стана дума за неговата дейност като лектор
books_72362	пощата беше съвсем изчезнала и всички бавно започнаха да се изтеглят като продължаваха да гледат към светльо
books_57024	обърна се той към варела
UTT_021970	няма повече
books_1468	говори се че наистина щели да строят замък само че работата нещо се объркала
books_2548	върху всяка възглавничка за коленичене бе открил малко кръгло петно от сажди
books_58119	той е в беда а който е в беда трябва да бъде спасен
books_19365	томи и аника се обърнаха
books_68930	мравката стоеше до него а очите й хвърляха мълнии
books_99212	дръж бръкна с лапата си в торбичката и извади числото седем
books_61958	чрез размисъл
books_54407	глава двадесет и трета
books_1506	жалко че не участва във вечерния лай
books_101088	чудна работа да ти плащат за нещо което ти прави удоволствие но е така
books_90367	той се усмихна
books_28614	дошли орисниците и предсказали че когато то стане на четиринадесет години ще се ожени за царска дъщеря
books_76190	отвътре се чу шум
books_37343	най-сетне момиченцето стигна до вратата на полската мишка вратата беше малка дупка покрита със сухи стъбла и тревици
books_72603	това е чайковски не е да не казвам кой
books_52466	но главното е да се движим настоя лиско
books_21450	викаха хората а това означаваше
books_36262	трябвало е да разсечете розовия храст на две а розата да откъснете и да ми я донесете
books_22685	значи има някакъв трик казал си старият господин
books_74366	бъдете спокойни
books_83536	ти наистина каза не само ако а много повече думи
books_24270	като чула тези думи принцесата от златния палат се успокоила харесала го и с радост се съгласила да стане негова съпруга
books_102613	събрал набързо боите си и се отдалечил
UTT_039755	има ли още
UTT_003318	стигнала до една къщичка и почукала на вратата
books_26800	какво ти е царска дъще
books_31106	ала царският син бил много уморен и затова решил най-напред да си почине
books_36745	благодаря ти месечко казала принцесата взела яйцето и продължила пътя си
books_5054	но скоро настанал край на ковашкото добруване
books_70603	на ледно парченце
books_4350	насред гората блеснала водата на потайното езеро
books_86893	той просто трябва да е в дърводелската барака не го ли проумяваш
books_14793	викна дяволът и в очите му избухнаха две зелени пламъчета
books_23625	какво става
books_49346	ами ония рибки със златните опашки дето се перат във водата твои ли са
UTT_022058	внимавай внимавай
books_12582	да го излъжем като му дадем едно перо от пауновите
books_94032	и смяташ че котките ще хукнат след нея
books_23852	феята бефана лети над покривите около нова година и подобно на дядо коледа оставя подаръци на децата
books_105408	но ах тази гаричка малка
books_77454	затова ме тъй наричат
books_108602	тя посочи с ръка гората и каза
books_73769	на пет ама карам шестата казало лилито
books_76938	над лозарите скрежът
books_94350	тримата се втурнаха към стъклата и започнаха да се взират навън
books_43848	юздите държеше едно гологлаво момче
UTT_028547	ядки и ягоди има тортата
books_96229	имало е дори случаи когато плъхове и мишки са се хвърляли от кораби в морето ако там се появи пресен цвят от наумка
books_833	загрижено попита той
books_100458	кой знае колко време ще трябва да живее в нелегалност без лекари и без лекарства
UTT_000108	ау дядо
books_2422	викаше понго по име млъкваше за малко и пак започваше
UTT_021886	дай да маxна етикета и да го обуеш
books_79488	рече райския папагал като изтръпна
UTT_018749	а-у че сладко яде тези ябълки
UTT_037880	росето ли те нацапа
books_23834	ех аз съм бил там преди да се родиш
books_4096	бате хайде да бягаме
books_91986	тя им протегна ръка за сбогом
books_83396	после отмервайки бавно такта с една ръка с нежна усмивка която осветяваше милото му глупавичко лице сякаш сам се радваше на мелодията той започна
books_26510	гретел почакай да изгрее месечината
books_109652	яйцето се търкулнало някъде и никой повече не го е виждал
books_37642	ах колко съм нещастна
UTT_013370	дай ми го
UTT_019352	еx че вкусно чайче
books_48908	стига да пожелаеш отбий се и лягай
books_55074	разбира се
books_12153	ах миличка бабо умори се значи
books_100310	минаха три дена
books_34410	ако искаш да ядеш отвърнал момъкът имам храна колкото поискаш
books_104645	мечокът предвкусвал лесния удар
UTT_013025	толкоз ти е яденето
books_86943	как ще ни се услади в тази голяма беда
books_109319	княгинята се посъветва още веднъж с княза сплете светения конец и нареди на фрицек
books_24267	не съм търговец а цар
UTT_015693	а ето го
books_59749	предложението ти е наистина глупаво
books_30162	е изсече ли гората
books_15635	паднал уморен и не потънал в земята
books_77058	марта се разфучала задухала посипала сняг и измразила всичко
books_18144	как може
books_11654	и аз заразказвах ясно сладкогласно за славни котаци с юнашки мустаци как гонят неспирно плъхове и мишки по изби тавани стълби и чардаци
books_99355	от десет години служи при мене но още не съм го отучил от лошия навик да се заплесва
UTT_021292	о че си красива ти
books_74250	ах какво сме ние
UTT_001086	кой има мустаци
books_99412	сигурно децата са много много подкупени добави кучето
books_54931	лиско разбра че няма смисъл да убеждава някого нито сега нито след време когато ще разказва историята в тихата гора
books_12169	не мога не мога
UTT_040801	какво пуши
books_59842	едно делено на две е равно на половин
books_30752	както искаш така ще направя
books_12262	змеят дълго бяга като луд по равнината и когато най-сетне изгоря всичката прахан спря близо до село
books_24420	разбойниците гледали удивени войника и рекли
books_9544	и цяла неделя все лепкави бяхме
UTT_034406	знаеш ли им текстовете
books_2494	искам да разгледам тази щуротия
books_110005	в този миг слънчицето му каза отгоре
books_462	това бе цялата история на пердита
books_99451	и вие ми харесвате господин мечок но бих ви предпочела във вид на наденици
books_16645	като се върна от воденицата лазар кривия тегли каручката пред пещника
books_90475	изръмжа матис и скръцна стиснал зъби
books_23431	попитала майка му вече ядосана
books_19057	постепенно във всички околни къщи прозорците угаснаха но вила вилекула все още беше осветена
books_84338	щом те дошли до ноктите му по-наблизо
books_109813	а сега
books_287	и вместо да започне да подритва с краченца то лежеше неподвижно
books_16973	най-сетне деца ловецът като видя че яребицата не му вярва и се кани да отлети другите ловци почна да я заплашва
books_33741	ловецът вдигнал глава и видял на дървото една старица
UTT_024029	в гората има много дървета
UTT_013762	какво има вътре
books_31575	хайде малко да отдъхнем и да хапнем после работата ни ще тръгне по-леко
books_102618	никой от нас досега не е виждал такава хубава рисунка
books_39876	между дърветата виси на две въжета една дълга дъска това е люлка
books_18744	но бикът не мирясваше та най-сетне
books_108606	сърцето на румцайс за миг спря да бие а после удари като камбана
