POS	WORD	SEGMENTED
NOUN	халкички	халкички
NOUN	халоса	халоса
NOUN	халюцинации	халюцинации
NOUN	хамбар	хамбар
NOUN	хамбара	хамбар+а
NOUN	хамбари	хамбар+и
NOUN	хамбарите	хамбарите
NOUN	хамбарът	хамбар+ът
NOUN	хамсия	хамсия
NOUN	хамут	хамут
NOUN	хамутът	хамут+ът
NOUN	хан	хан
NOUN	хана	хан+а
NOUN	ханджия	ханджия
NOUN	ханджията	ханджията
NOUN	ханче	ханче
NOUN	ханчета	ханчета
NOUN	ханчето	ханчето
NOUN	ханъма	ханъма
NOUN	ханът	хан+ът
NOUN	хаос	хаос
NOUN	хаоса	хаос+а
NOUN	хапане	хапане
NOUN	хапване	хапване
NOUN	хапели	хапели
NOUN	хапка	хапка
NOUN	хапката	хапката
NOUN	хапки	хапки
NOUN	хапльо	хапльо
NOUN	хапове	хапове
NOUN	хапче	хапче
NOUN	хапченца	хапченца
NOUN	хапчета	хапчета
NOUN	хапчетата	хапчетата
NOUN	хапчето	хапчето
NOUN	характер	характер
NOUN	характера	характер+а
NOUN	характери	характер+и
NOUN	характерът	характер+ът
NOUN	харамии	харамии
NOUN	харижа	харижа
NOUN	харман	харман
NOUN	хармана	харман+а
NOUN	харманджиите	харманджиите
NOUN	харманите	харманите
NOUN	харманът	харман+ът
NOUN	хармоника	хармоника
NOUN	хармонията	хармонията
NOUN	харо	харо
NOUN	харпуна	харпуна
NOUN	харпуниране	харпуниране
NOUN	харпунче	харпунче
NOUN	харпунчета	харпунчета
NOUN	харпунчето	харпунчето
NOUN	хартии	хартии
NOUN	хартиите	хартиите
NOUN	хартийка	хартийка
NOUN	хартийките	хартийките
NOUN	хартия	хартия
NOUN	хартията	хартията
NOUN	харчене	харчене
NOUN	хас	хас
NOUN	хвалба	хвалба
NOUN	хвалбата	хвалбата
NOUN	хвалби	хвалби
NOUN	хвалбите	хвалбите
NOUN	хвалебствията	хвалебствията
NOUN	хватка	хватка
NOUN	хватката	хватката
NOUN	хватки	хватки
NOUN	хващане	хващане
NOUN	хвойни	хвойни
NOUN	хвърлей	хвърлей
NOUN	хвърляне	хвърляне
NOUN	хвърчене	хвърчене
NOUN	хвърченето	хвърченето
NOUN	хвърчилата	хвърчилата
NOUN	хвърчило	хвърчило
NOUN	хвърчилото	хвърчилото
NOUN	хеликоптер	хеликоптер
NOUN	хеликоптера	хеликоптер+а
NOUN	хеликоптери	хеликоптер+и
NOUN	хеликоптерът	хеликоптер+ът
NOUN	херинга	херинга
NOUN	херцог	херцог
NOUN	херцогинята	херцогинята
NOUN	херцогът	херцог+ът
NOUN	херцозите	херцозите
NOUN	хиена	хиена
NOUN	хиената	хиената
NOUN	хиените	хиените
NOUN	хижа	хижа
NOUN	хижата	хижата
NOUN	хижи	хижи
NOUN	хижите	хижите
NOUN	хилядарка	хилядарка
NOUN	хилядарки	хилядарки
NOUN	хилядарките	хилядарките
NOUN	хиляди	хиляди
NOUN	хилядони	хилядони
NOUN	химерата	химерата
NOUN	химери	химери
NOUN	химик	химик
NOUN	химикал	химикал
NOUN	химикалка	химикалка
NOUN	химията	химията
NOUN	химн	химн
NOUN	хинин	хинин
NOUN	хиперманганат	хиперманганат
NOUN	хипноза	хипноза
NOUN	хипнотизатор	хипнотизатор
NOUN	хипнотизаторът	хипнотизатор+ът
NOUN	хипопотам	хипопотам
NOUN	хипопотами	хипопотам+и
NOUN	хипопотамите	хипопотамите
NOUN	хирудинес	хирудинес
NOUN	хирург	хирург
NOUN	хирургия	хирургия
NOUN	хирургията	хирургията
NOUN	хирургът	хирург+ът
NOUN	хитона	хитона
NOUN	хитра	хитра
NOUN	хитрата	хитрата
NOUN	хитрец	хитрец
NOUN	хитреца	хитрец+а
NOUN	хитреци	хитрец+и
NOUN	хитрецо	хитрец+о
NOUN	хитрецът	хитрец+ът
NOUN	хитри	хитри
NOUN	хитрина	хитрина
NOUN	хитрината	хитрината
NOUN	хитрини	хитрини
NOUN	хитрините	хитрините
NOUN	хитринка	хитринка
NOUN	хитрост	хитрост
NOUN	хитрости	хитрост+и
NOUN	хитростта	хитростта
NOUN	хитруша	хитруша
NOUN	хитрушата	хитрушата
NOUN	хитрушка	хитрушка
NOUN	хитър	хитър
NOUN	хищник	хищник
NOUN	хищника	хищник+а
NOUN	хищникът	хищник+ът
NOUN	хищница	хищница
NOUN	хищници	хищници
NOUN	хищниците	хищниците
NOUN	хлад	хлад
NOUN	хладилник	хладилник
NOUN	хладилника	хладилник+а
NOUN	хладилникът	хладилник+ът
NOUN	хладилници	хладилници
NOUN	хладилниците	хладилниците
NOUN	хладина	хладина
NOUN	хладината	хладината
NOUN	хладничък	хладничък
NOUN	хладнокръвие	хладнокръвие
NOUN	хлапак	хлапак
NOUN	хлапака	хлапак+а
NOUN	хлапако	хлапак+о
NOUN	хлапакът	хлапак+ът
NOUN	хлапачето	хлапачето
NOUN	хлапачка	хлапачка
NOUN	хлапе	хлапе
NOUN	хлапенце	хлапенце
NOUN	хлапета	хлапета
NOUN	хлапетата	хлапетата
NOUN	хлапето	хлапето
NOUN	хлебар	хлебар
NOUN	хлебарки	хлебарки
NOUN	хлебарница	хлебарница
NOUN	хлебарницата	хлебарницата
NOUN	хлебарниците	хлебарниците
NOUN	хлебаря	хлебар+я
NOUN	хлебарят	хлебар+ят
NOUN	хлебец	хлебец
NOUN	хлебове	хлебове
NOUN	хлебопекарница	хлебопекарница
NOUN	хлебче	хлебче
NOUN	хлебчета	хлебчета
NOUN	хлебчето	хлебчето
NOUN	хленч	хленч
NOUN	хленчене	хленчене
NOUN	хленченето	хленченето
NOUN	хленчът	хленч+ът
NOUN	хлипането	хлипането
NOUN	хлипания	хлипания
NOUN	хлопа	хлопа
NOUN	хлопатарите	хлопатарите
NOUN	хлопки	хлопки
NOUN	хлътнина	хлътнина
NOUN	хляб	хляб
NOUN	хляба	хляб+а
NOUN	хлябове	хлябове
NOUN	хлябовете	хлябовете
NOUN	хлябът	хляб+ът
NOUN	хобито	хобито
NOUN	хобот	хобот
NOUN	хобота	хобот+а
NOUN	хоботи	хобот+и
NOUN	хоботите	хоботите
NOUN	хоботчетата	хоботчетата
NOUN	ход	ход
NOUN	хода	ход+а
NOUN	ходене	ходене
NOUN	ходжа	ходжа
NOUN	ходжата	ходжата
NOUN	ходилата	ходилата
NOUN	ходилото	ходилото
NOUN	ходове	ходове
NOUN	ходовете	ходовете
NOUN	хол	хол
NOUN	хола	хол+а
NOUN	холандец	холандец
NOUN	холандеца	холандец+а
NOUN	холандецо	холандец+о
NOUN	холандецът	холандец+ът
NOUN	холандци	холандци
NOUN	холандците	холандците
NOUN	холандчета	холандчета
NOUN	холандчето	холандчето
NOUN	холера	холера
NOUN	холодарката	холодарката
NOUN	холът	хол+ът
NOUN	хонорар	хонорар
NOUN	хонорара	хонорар+а
NOUN	хоп	хоп
NOUN	хопсаса	хопсаса
NOUN	хор	хор
NOUN	хора	хор+а
NOUN	хората	хората
NOUN	хоризонт	хоризонт
NOUN	хоризонта	хоризонт+а
NOUN	хоризонтът	хоризонт+ът
NOUN	хористите	хористите
NOUN	хорището	хорището
NOUN	хоро	хор+о
NOUN	хорове	хорове
NOUN	хороводец	хороводец
NOUN	хоросан	хоросан
NOUN	хоросана	хоросан+а
NOUN	хоросанът	хоросан+ът
NOUN	хороскопи	хороскопи
NOUN	хорото	хорото
NOUN	хортензии	хортензии
NOUN	хорце	хорце
NOUN	хорът	хор+ът
NOUN	хоспис	хоспис
NOUN	хотел	хотел
NOUN	хотела	хотел+а
NOUN	хотели	хотел+и
NOUN	хотелите	хотелите
NOUN	хотентотите	хотентотите
NOUN	хохо	хохо
NOUN	храбра	храбра
NOUN	храбрата	храбрата
NOUN	храбрец	храбрец
NOUN	храбреца	храбрец+а
NOUN	храбреците	храбреците
NOUN	храбрецът	храбрец+ът
NOUN	храбри	храбри
NOUN	храбрите	храбрите
NOUN	храбро	храбро
NOUN	храброст	храброст
NOUN	храбростта	храбростта
NOUN	храбър	храбър
NOUN	хралупа	хралупа
NOUN	хралупата	хралупата
NOUN	хралупато	хралупато
NOUN	хралупи	хралупи
NOUN	хралупите	хралупите
NOUN	храм	храм
NOUN	храма	храм+а
NOUN	храмът	храм+ът
NOUN	храна	храна
NOUN	храната	храната
NOUN	хранене	хранене
NOUN	храненето	храненето
NOUN	храненичето	храненичето
NOUN	хранилището	хранилището
NOUN	храните	храните
NOUN	храница	храница
NOUN	храницата	храницата
NOUN	храносмилане	храносмилане
NOUN	храносмилането	храносмилането
NOUN	храст	храст
NOUN	храста	храст+а
NOUN	храсталак	храсталак
NOUN	храсталака	храсталак+а
NOUN	храсталаци	храсталаци
NOUN	храсталаците	храсталаците
NOUN	храсти	храст+и
NOUN	храстите	храстите
NOUN	храстче	храстче
NOUN	храстчето	храстчето
NOUN	храстът	храст+ът
NOUN	хребет	хребет
NOUN	хрема	хрема
NOUN	хризантеми	хризантеми
NOUN	хрили	хрили
NOUN	християни	християни
NOUN	християнин	християнин
NOUN	хромел	хромел
NOUN	хроми	хроми
NOUN	хромия	хроми+я
NOUN	хрумване	хрумване
NOUN	хрумването	хрумването
NOUN	хрумвания	хрумвания
NOUN	хруп	хруп
NOUN	хрупането	хрупането
NOUN	хрупка	хрупка
NOUN	хрупкането	хрупкането
NOUN	хрус	хрус
NOUN	хруска	хруска
NOUN	хрущенето	хрущенето
NOUN	хрущялки	хрущялки
NOUN	хрътка	хрътка
NOUN	хрътката	хрътката
NOUN	хрътки	хрътки
NOUN	хряаас	хряаас
NOUN	хубавец	хубавец
NOUN	хубавеца	хубавец+а
NOUN	хубавица	хубавица
NOUN	хубавицата	хубавицата
NOUN	хубавице	хубавице
NOUN	хубавици	хубавици
NOUN	хубавичка	хубавичка
NOUN	хубост	хубост
NOUN	хубости	хубост+и
NOUN	хубостите	хубостите
NOUN	хубостник	хубостник
NOUN	хубостника	хубостник+а
NOUN	хубостта	хубостта
NOUN	хубостчица	хубостчица
NOUN	художник	художник
NOUN	художника	художник+а
NOUN	художникът	художник+ът
NOUN	художници	художници
NOUN	хукнали	хукнали
NOUN	хули	хули
NOUN	хулиган	хулиган
NOUN	хумор	хумор
NOUN	хуни	хуни
NOUN	хурка	хурка
NOUN	хурката	хурката
NOUN	хусар	хусар
NOUN	хусари	хусар+и
NOUN	хусарите	хусарите
NOUN	хусарят	хусар+ят
NOUN	хълбока	хълбока
NOUN	хълбоците	хълбоците
NOUN	хълм	хълм
NOUN	хълма	хълм+а
NOUN	хълмите	хълмите
NOUN	хълмове	хълмове
NOUN	хълмовете	хълмовете
NOUN	хълмче	хълмче
NOUN	хълмчето	хълмчето
NOUN	хълмът	хълм+ът
NOUN	хълцане	хълцане
NOUN	хълцането	хълцането
NOUN	хълцукване	хълцукване
NOUN	хързулване	хързулване
NOUN	хъркане	хъркане
NOUN	хъркането	хъркането
NOUN	хъс	хъс
NOUN	цаката	цаката
NOUN	цапцарап	цапцарап
NOUN	цар	цар
NOUN	царе	цар+е
NOUN	царевица	царевица
NOUN	царевицата	царевицата
NOUN	царевици	царевици
NOUN	царевиците	царевиците
NOUN	царевичка	царевичка
NOUN	царедворец	царедворец
NOUN	царедвореца	царедворец+а
NOUN	царедворецът	царедворец+ът
NOUN	царедворка	царедворка
NOUN	царедворката	царедворката
NOUN	царедворци	царедворци
NOUN	царедворците	царедворците
NOUN	царете	царете
NOUN	царица	царица
NOUN	царицата	царицата
NOUN	царице	царице
NOUN	царици	царици
NOUN	цариците	цариците
NOUN	царкиня	царкиня
NOUN	царкинята	царкинята
NOUN	царства	царства
NOUN	царствата	царствата
NOUN	царство	царство
NOUN	царството	царството
NOUN	царуване	царуване
NOUN	царю	цар+ю
NOUN	царя	цар+я
NOUN	царят	цар+ят
NOUN	цафара	цафара
NOUN	цафарата	цафарата
NOUN	цве	цве
NOUN	цвекло	цвекло
NOUN	цвета	цвета
NOUN	цветари	цветари
NOUN	цветарник	цветарник
NOUN	цветарникът	цветарник+ът
NOUN	цветарници	цветарници
NOUN	цветарниците	цветарниците
NOUN	цвете	цвете
NOUN	цветенца	цветенца
NOUN	цветенце	цветенце
NOUN	цветенцето	цветенцето
NOUN	цветето	цветето
NOUN	цветеца	цветеца
NOUN	цветецът	цветеца+т
NOUN	цветисти	цветисти
NOUN	цветове	цветове
NOUN	цветовете	цветовете
NOUN	цветущи	цветущи
NOUN	цветче	цветче
NOUN	цветчета	цветчета
NOUN	цветчетата	цветчетата
NOUN	цветчето	цветчето
NOUN	цветът	цвета+т
NOUN	цветя	цветя
NOUN	цветята	цветята
NOUN	цвилене	цвилене
NOUN	цвифейки	цвифейки
NOUN	цвъртене	цвъртене
NOUN	цвъртенето	цвъртенето
NOUN	цвят	цвят
NOUN	цвята	цвят+а
NOUN	цев	цев
NOUN	цевта	цевта
NOUN	цел	цел
NOUN	целене	целене
NOUN	цели	цел+и
NOUN	целите	целите
NOUN	целомъдрието	целомъдрието
NOUN	целта	целта
NOUN	целувка	целувка
NOUN	целувката	целувката
NOUN	целувки	целувки
NOUN	целувките	целувките
NOUN	целувчица	целувчица
NOUN	целулозите	целулозите
NOUN	цена	цена
NOUN	цената	цената
NOUN	ценност	ценност
NOUN	ценности	ценност+и
NOUN	център	център
NOUN	центъра	център+а
NOUN	цепеница	цепеница
NOUN	цепеницата	цепеницата
NOUN	цепеници	цепеници
NOUN	цепнатина	цепнатина
NOUN	цепнатината	цепнатината
NOUN	цепнатини	цепнатини
NOUN	цепнатините	цепнатините
NOUN	церач	церач
NOUN	церемониал	церемониал
NOUN	церемониалмайстор	церемониалмайстор
NOUN	церемонии	церемонии
NOUN	церемония	церемония
NOUN	церемонията	церемонията
NOUN	ци	ци
NOUN	цигани	цигани
NOUN	циганин	циганин
NOUN	циганина	циганин+а
NOUN	циганинът	циганин+ът
NOUN	циганите	циганите
NOUN	циганка	циганка
NOUN	циганката	циганката
NOUN	циганки	циганки
NOUN	циганче	циганче
NOUN	циганчета	циганчета
NOUN	циганчетата	циганчетата
NOUN	цигара	цигара
NOUN	цигарата	цигарата
NOUN	цигари	цигари
NOUN	цигарите	цигарите
NOUN	цигу-мигу	цигу-мигу
NOUN	цигулар	цигулар
NOUN	цигулари	цигулар+и
NOUN	цигуларите	цигуларите
NOUN	цигуларят	цигулар+ят
NOUN	цигулка	цигулка
NOUN	цигулката	цигулката
NOUN	цигулки	цигулки
NOUN	цигулките	цигулките
NOUN	циклами	циклами
NOUN	цикламите	цикламите
NOUN	циклон	циклон
NOUN	циклоните	циклоните
NOUN	цилиндър	цилиндър
NOUN	цилиндъра	цилиндър+а
NOUN	цимент	цимент
NOUN	цимента	цимент+а
NOUN	цинии	цинии
NOUN	цинобър	цинобър
NOUN	ципа	ципа
NOUN	ципестите	ципестите
NOUN	циписек	циписек
NOUN	ципите	ципите
NOUN	цирк	цирк
NOUN	цирка	цирк+а
NOUN	циркът	цирк+ът
NOUN	цистерна	цистерна
NOUN	цистерната	цистерната
NOUN	цистерни	цистерни
NOUN	цистерните	цистерните
NOUN	цистозириите	цистозириите
NOUN	циферблат	циферблат
NOUN	циферблата	циферблат+а
NOUN	цифри	цифри
NOUN	цифрите	цифрите
NOUN	цифрички	цифрички
NOUN	цифричките	цифричките
NOUN	цицина	цицина
NOUN	цицини	цицини
NOUN	цоп	цоп
NOUN	цоцоланка	цоцоланка
NOUN	цукалото	цукалото
NOUN	цункаxа	цункаxа
NOUN	цъкането	цъкането
NOUN	цървул	цървул
NOUN	цървула	цървул+а
NOUN	цървули	цървул+и
NOUN	цървулите	цървулите
NOUN	цървулки	цървулки
NOUN	цървулките	цървулките
NOUN	църква	църква
NOUN	църквата	църквата
NOUN	църквите	църквите
NOUN	църквица	църквица
NOUN	църквицата	църквицата
NOUN	цъфтели	цъфтели
NOUN	цюрюк	цюрюк
NOUN	цяр	цяр
NOUN	чааааак	чааааак
NOUN	чабур	чабур
NOUN	чабура	чабур+а
NOUN	чабурлията	чабурлията
NOUN	чадър	чадър
NOUN	чадъра	чадър+а
NOUN	чадъри	чадър+и
NOUN	чадърите	чадърите
NOUN	чадърче	чадърче
NOUN	чай	чай
NOUN	чайка	чайка
NOUN	чайки	чайки
NOUN	чайките	чайките
NOUN	чайник	чайник
NOUN	чайника	чайник+а
NOUN	чайникът	чайник+ът
NOUN	чайче	чайче
NOUN	чакалнята	чакалнята
NOUN	чакан	чакан
NOUN	чакане	чакан+е
NOUN	чакането	чакането
NOUN	чакъл	чакъл
NOUN	чаладинки	чаладинки
NOUN	чалма	чалма
NOUN	чандъровци	чандъровци
NOUN	чанове	чанове
NOUN	чанта	чанта
NOUN	чантата	чантата
NOUN	чанти	чанти
NOUN	чантите	чантите
NOUN	чантичка	чантичка
NOUN	чантичката	чантичката
NOUN	чантички	чантички
NOUN	чантичките	чантичките
NOUN	чао	чао
NOUN	чапла	чапла
NOUN	чапли	чапли
NOUN	чаплите	чаплите
NOUN	чапрази	чапрази
NOUN	чар	чар
NOUN	чара	чар+а
NOUN	чардака	чардака
NOUN	чардаци	чардаци
NOUN	чародейства	чародейства
NOUN	чаршафа	чаршафа
NOUN	чаршафи	чаршафи
NOUN	чаршафите	чаршафите
NOUN	чаршафче	чаршафче
NOUN	чаршия	чаршия
NOUN	чаршията	чаршията
NOUN	час	час
NOUN	часа	час+а
NOUN	часове	часове
NOUN	часовете	часовете
NOUN	часовник	часовник
NOUN	часовника	часовник+а
NOUN	часовникар	часовникар
NOUN	часовникаря	часовникар+я
NOUN	часовникарят	часовникар+ят
NOUN	часовникът	часовник+ът
NOUN	часовници	часовници
NOUN	часовниците	часовниците
NOUN	часовниче	часовниче
NOUN	част	част
NOUN	части	част+и
NOUN	частите	частите
NOUN	частица	частица
NOUN	частицата	частицата
NOUN	частици	частици
NOUN	часът	час+ът
NOUN	чаталче	чаталче
NOUN	чаталчето	чаталчето
NOUN	чаша	чаша
NOUN	чашата	чашата
NOUN	чаши	чаши
NOUN	чашите	чашите
NOUN	чашка	чашка
NOUN	чашката	чашката
NOUN	чашки	чашки
NOUN	чашките	чашките
NOUN	чая	чая
NOUN	чаят	чаят
NOUN	че	че
NOUN	чеxли	чеxли
NOUN	чеxлите	чеxлите
NOUN	чеxличките	чеxличките
NOUN	чеxъла	чеxъла
NOUN	чебурашка	чебурашка
NOUN	чевръст	чевръст
NOUN	чевръста	чевръст+а
NOUN	чевръсти	чевръст+и
NOUN	чевръстите	чевръстите
NOUN	чевръсто	чевръст+о
NOUN	чеда	чеда
NOUN	чедата	чедата
NOUN	чедо	чедо
NOUN	чедото	чедото
NOUN	чеиз	чеиз
NOUN	чеиза	чеиз+а
NOUN	чеки	чеки
NOUN	чекмедже	чекмедже
NOUN	чекмедженца	чекмедженца
NOUN	чекмедженцето	чекмедженцето
NOUN	чекмеджета	чекмеджета
NOUN	чекмеджетата	чекмеджетата
NOUN	чекмеджето	чекмеджето
NOUN	чекрък	чекрък
NOUN	чекръка	чекрък+а
NOUN	чекръче	чекръче
NOUN	чел	чел
NOUN	чела	чел+а
NOUN	челата	челата
NOUN	челебията	челебията
NOUN	чело	чел+о
NOUN	челото	челото
NOUN	челупки	челупки
NOUN	челюст	челюст
NOUN	челюсти	челюст+и
NOUN	челюстите	челюстите
NOUN	челюстта	челюстта
NOUN	челяд	челяд
NOUN	челяк	челяк
NOUN	челяка	челяк+а
NOUN	челякът	челяк+ът
NOUN	чемерика	чемерика
NOUN	ченето	ченето
NOUN	чеп	чеп
NOUN	чепа	чеп+а
NOUN	чепата	чепата
NOUN	чепици	чепици
NOUN	чепички	чепички
NOUN	чер	чер
NOUN	черxака	черxака
NOUN	черва	черва
NOUN	червата	червата
NOUN	червеи	червеи
NOUN	червей	червей
NOUN	червейче	червейче
NOUN	червейчета	червейчета
NOUN	червейчетата	червейчетата
NOUN	червейчето	червейчето
NOUN	червендалест	червендалест
NOUN	червеничко	червеничко
NOUN	червенка	червенка
NOUN	червенко	червенко
NOUN	червенокос	червенокос
NOUN	червенокоса	червенокос+а
NOUN	червенокрак	червенокрак
NOUN	червенорозка	червенорозка
NOUN	червенушка	червенушка
NOUN	червенушки	червенушки
NOUN	червея	червея
NOUN	червеят	червея+т
NOUN	червило	червило
NOUN	червилото	червилото
NOUN	червилце	червилце
NOUN	черга	черга
NOUN	чергата	чергата
NOUN	черги	черги
NOUN	чергила	чергила
NOUN	чергилата	чергилата
NOUN	чергило	чергило
NOUN	чергица	чергица
NOUN	чердже	чердже
NOUN	черджета	черджета
NOUN	черепа	черепа
NOUN	черепи	черепи
NOUN	черепите	черепите
NOUN	череша	череша
NOUN	череши	череши
NOUN	черешите	черешите
NOUN	черешки	черешки
NOUN	чери	чер+и
NOUN	черитата	черитата
NOUN	черква	черква
NOUN	черквата	черквата
NOUN	черкви	черкви
NOUN	черквите	черквите
NOUN	черквица	черквица
NOUN	черковата	черковата
NOUN	черковка	черковка
NOUN	черковката	черковката
NOUN	черница	черница
NOUN	черницата	черницата
NOUN	черници	черници
NOUN	черниците	черниците
NOUN	черничко	черничко
NOUN	черновата	черновата
NOUN	чернозема	чернозема
NOUN	чернолик	чернолик
NOUN	черноликият	черноликият
NOUN	черноок	черноок
NOUN	черноока	черноок+а
NOUN	чернооката	чернооката
NOUN	чернотата	чернотата
NOUN	черпак	черпак
NOUN	черта	черта
NOUN	чертата	чертата
NOUN	чертежи	чертежи
NOUN	черти	черти
NOUN	чертичка	чертичка
NOUN	чертички	чертички
NOUN	черупка	черупка
NOUN	черупката	черупката
NOUN	черупки	черупки
NOUN	черупките	черупките
NOUN	черчевето	черчевето
NOUN	черясло	черясло
NOUN	чесане	чесане
NOUN	чест	чест
NOUN	честа	чест+а
NOUN	честит	честит
NOUN	честита	честит+а
NOUN	честити	честит+и
NOUN	честитка	честитка
NOUN	честито	честит+о
NOUN	честност	честност
NOUN	честността	честността
NOUN	честолюбци	честолюбци
NOUN	честта	честта
NOUN	чет	чет
NOUN	чета	чет+а
NOUN	четата	четата
NOUN	четворката	четворката
NOUN	четвърт	четвърт
NOUN	четвърти	четвърт+и
NOUN	четвъртина	четвъртина
NOUN	четвъртък	четвъртък
NOUN	четвъртъците	четвъртъците
NOUN	четене	четене
NOUN	четенето	четенето
NOUN	четеца	четеца
NOUN	четивата	четивата
NOUN	четиво	четиво
NOUN	четина	четина
NOUN	четирикрак	четирикрак
NOUN	четка	четка
NOUN	четката	четката
NOUN	четки	четки
NOUN	четките	четките
NOUN	четците	четците
NOUN	четчица	четчица
NOUN	чехли	чехли
NOUN	чехлите	чехлите
NOUN	чехъл	чехъл
NOUN	чехъла	чехъл+а
NOUN	чехълът	чехъл+ът
NOUN	чешене	чешене
NOUN	чешма	чешма
NOUN	чешмата	чешмата
NOUN	чешми	чешми
NOUN	чешмите	чешмите
NOUN	чешмица	чешмица
NOUN	чешмичка	чешмичка
NOUN	чешмичката	чешмичката
NOUN	чибук	чибук
NOUN	чизми	чизми
NOUN	чизмите	чизмите
NOUN	чий	чий
NOUN	чик-чирик	чик-чирик
NOUN	чими	чими
NOUN	чимибими	чимибими
NOUN	чин	чин
NOUN	чина	чин+а
NOUN	чини	чин+и
NOUN	чинии	чини+и
NOUN	чиниите	чиниите
NOUN	чинийка	чинийка
NOUN	чинийката	чинийката
NOUN	чинийки	чинийки
NOUN	чинийките	чинийките
NOUN	чиния	чини+я
NOUN	чинията	чинията
NOUN	чинка	чинка
NOUN	чинки	чинки
NOUN	чинките	чинките
NOUN	чинове	чинове
NOUN	чиновете	чиновете
NOUN	чиновник	чиновник
NOUN	чиновникът	чиновник+ът
NOUN	чиновници	чиновници
NOUN	чиновниците	чиновниците
NOUN	чинчила	чинчила
NOUN	чинът	чин+ът
NOUN	чипа	чипа
NOUN	чипи	чипи
NOUN	чипса	чипса
NOUN	чирак	чирак
NOUN	чиракът	чирак+ът
NOUN	чираци	чираци
NOUN	чираците	чираците
NOUN	чираче	чираче
NOUN	чирачето	чирачето
NOUN	чирози	чирози
NOUN	числа	числа
NOUN	числата	числата
NOUN	число	число
NOUN	числото	числото
NOUN	чистачите	чистачите
NOUN	чистачките	чистачките
NOUN	чистели	чистели
NOUN	чистене	чистене
NOUN	чистенето	чистенето
NOUN	чистичка	чистичка
NOUN	чистички	чистички
NOUN	чистичко	чистичко
NOUN	чистичък	чистичък
NOUN	чистник	чистник
NOUN	чистота	чистота
NOUN	чистотата	чистотата
NOUN	читалището	читалището
NOUN	читалнята	читалнята
NOUN	читанка	читанка
NOUN	читанката	читанката
NOUN	читатели	читатели
NOUN	читателите	читателите
NOUN	читателю	читателю
NOUN	читателя	читателя
NOUN	читателят	читателя+т
NOUN	чифлик	чифлик
NOUN	чифлика	чифлик+а
NOUN	чифликчия	чифликчия
NOUN	чифликчията	чифликчията
NOUN	чифт	чифт
NOUN	чифта	чифт+а
NOUN	чифтове	чифтове
NOUN	чича	чича
NOUN	чичко	чичко
NOUN	чичковци	чичковци
NOUN	чичковците	чичковците
NOUN	чичкото	чичкото
NOUN	чичо	чичо
NOUN	чичовци	чичовци
NOUN	член	член
NOUN	членове	членове
NOUN	членовете	членовете
NOUN	чобани	чобани
NOUN	човек	човек
NOUN	човека	човек+а
NOUN	човекоядец	човекоядец
NOUN	човекоядци	човекоядци
NOUN	човекоядците	човекоядците
NOUN	човекът	човек+ът
NOUN	човеци	човеци
NOUN	човеците	човеците
NOUN	човече	човече
NOUN	човечество	човечество
NOUN	човечеството	човечеството
NOUN	човечета	човечета
NOUN	човечетата	човечетата
NOUN	човечето	човечето
NOUN	човещина	човещина
NOUN	човка	човка
NOUN	човката	човката
NOUN	човки	човки
NOUN	човките	човките
NOUN	човчица	човчица
NOUN	човчицата	човчицата
NOUN	човчици	човчици
NOUN	чорап	чорап
NOUN	чорапа	чорап+а
NOUN	чорапи	чорап+и
NOUN	чорапите	чорапите
NOUN	чорапки	чорапки
NOUN	чорапките	чорапките
NOUN	чорапогащник	чорапогащник
NOUN	чорапче	чорапче
NOUN	чорапчета	чорапчета
NOUN	чорапчетата	чорапчетата
NOUN	чорапчето	чорапчето
NOUN	чорба	чорба
NOUN	чорбаджии	чорбаджии
NOUN	чорбаджийка	чорбаджийка
NOUN	чорбаджийката	чорбаджийката
NOUN	чорбаджия	чорбаджия
NOUN	чорбаджията	чорбаджията
NOUN	чорбата	чорбата
NOUN	чорбени	чорбени
NOUN	чорбица	чорбица
NOUN	чорбицата	чорбицата
NOUN	чорбичка	чорбичка
NOUN	чорлава	чорлава
NOUN	чофек	чофек
NOUN	чочко	чочко
NOUN	чувал	чувал
NOUN	чувала	чувал+а
NOUN	чували	чувал+и
NOUN	чувалите	чувалите
NOUN	чувалче	чувалче
NOUN	чувалчето	чувалчето
NOUN	чувалът	чувал+ът
NOUN	чувства	чувства
NOUN	чувствата	чувствата
NOUN	чувствителността	чувствителността
NOUN	чувство	чувство
NOUN	чувството	чувството
NOUN	чудак	чудак
NOUN	чудаци	чудаци
NOUN	чудене	чудене
NOUN	чудеса	чудеса
NOUN	чудесата	чудесата
NOUN	чудесии	чудесии
NOUN	чудесия	чудесия
NOUN	чудо	чудо
NOUN	чудовища	чудовища
NOUN	чудовищата	чудовищата
NOUN	чудовище	чудовище
NOUN	чудовището	чудовището
NOUN	чудомилиард	чудомилиард
NOUN	чудомилион	чудомилион
NOUN	чудотворец	чудотворец
NOUN	чудото	чудото
NOUN	чужбина	чужбина
NOUN	чужденец	чужденец
NOUN	чужденеца	чужденец+а
NOUN	чужденецо	чужденец+о
NOUN	чужденецът	чужденец+ът
NOUN	чужденка	чужденка
NOUN	чужденци	чужденци
NOUN	чужденците	чужденците
NOUN	чук	чук
NOUN	чук-чук	чук-чук
NOUN	чука	чук+а
NOUN	чукало	чукало
NOUN	чукалото	чукалото
NOUN	чукане	чукане
